megadbid,Area,state,latactdd,lonactdd,elevuse_m,coast_km,maxaug_c,mindec_c,continen,precip_cm,rh_ann,raindays,cmd10yr,ecoreg,hw_plot_LG,bahwdftac,pct_hwd,year,N,S,hdep5yroll,ph_5y_roll,3yrSO2ugm3,spp_rich,Sscores,Nscores,N(eutroph),N(mesotroph),N(oligotroph),%oligotrophs,%mesotrophs,%eutrophs,olig:eutro,olig+meso:eutro,N(intermediate),N(sensitive),N(tolerant),% sens,% inter,% tol,sens:tol,sens+inter:tol,N(Cya l),N(Cya s-m),N(For p),N(For sh),N(Mtx m-l),N(Mtx s),% Cya l,% Cya s-m,% For p,% For sh,% Mtx m-l,% Mtx s,% Cya,% For
1049,West,Oregon,43.14,-122.63,1280,118,25,-3,28,141,61.4294,140,360,8,1,,,2000,2.19,0.68,0.08557434,5.320868,0.237,22,2.377295916,,1,4,15,0.75,0.2,0.05,15,19,1,16,1,0.888888889,0.055555556,0.055555556,16,17,3,1,6,1,6,3,0.15,0.05,0.3,0.05,0.3,0.15,0.2,0.35
3427,West,Washington,47.62,-122.34,23,5,24,1,23,92,71.2077,136,370,4,1,,,2000,2.95,8.27,0.08498772,5.1062608,30.637,9,7.884137931,,4,2,1,0.142857143,0.285714286,0.571428571,0.25,0.75,0,1,4,0.2,0,0.8,0.25,0.25,0,0,0,0,6,1,0,0,0,0,0.857142857,0.142857143,0,0
103167,West,Wyoming,44.43,-104.37,1615,1345,26,-11,37,56,60.425,96,282,8,1,,,2002,3.69,1.43,0.02840566,5.3145472,0.702,8,4.193665261,10.55427943,4,1,1,0.166666667,0.166666667,0.666666667,0.25,0.5,1,4,1,0.666666667,0.166666667,0.166666667,4,5,0,0,0,0,5,2,0,0,0,0,0.714285714,0.285714286,0,0
3003,West,Oregon,45.54,-122.32,30,92,27,1,26,131,66.6413,148,380,8,1,,,2004,7.66,2.43,0.0588018,5.262046,1.807,17,6.009133174,,11,1,1,0.076923077,0.076923077,0.846153846,0.090909091,0.181818182,0,5,7,0.416666667,0,0.583333333,0.714285714,0.714285714,0,0,0,4,7,2,0,0,0,0.307692308,0.538461539,0.153846154,0,0.307692308
103605,West,Idaho,45.83,-116.42,1071,456,26,-6,32,54,56.632,108,369,8,1,,,2004,2.16,0.51,0.02516356,5.3363954,0.189,28,3.746884609,5.497695196,7,7,11,0.44,0.28,0.28,1.571428571,2.571428571,2,16,6,0.666666667,0.083333333,0.25,2.666666667,3,3,2,4,5,11,1,0.115384615,0.076923077,0.153846154,0.192307692,0.423076923,0.038461539,0.192307692,0.346153846
103273,West,Idaho,44.47,-115.87,1775,560,24,-10,34,88,55.5415,131,446,8,0,,,2005,2.9,0.94,0.03737208,5.5180702,0.181,16,1.327067207,3.064976164,2,2,11,0.733333333,0.133333333,0.133333333,5.5,6.5,0,13,2,0.866666667,0,0.133333333,6.5,6.5,0,0,4,2,7,3,0,0,0.25,0.125,0.4375,0.1875,0,0.375
1607,West,Oregon,44.07,-121.53,1737,194,22,-7,29,102,69.5703,107,363,8,0,,,1996,2.02,0.42,0.07589068,5.2951815,0.291,21,0.720282734,2.358149982,0,2,17,0.894736842,0.105263158,0,,,0,17,1,0.944444444,0,0.055555556,17,17,0,0,8,3,6,3,0,0,0.4,0.15,0.3,0.15,0,0.55
103315,West,Oregon,44.93,-118.46,1615,371,24,-9,33,70,60.1686,112,365,8,0,,,2001,2.1,0.49,0.03639534,5.2832244,0.165,19,0.845913959,2.883135553,0,4,13,0.764705882,0.235294118,0,,,0,16,1,0.941176471,0,0.058823529,16,16,0,0,6,2,8,2,0,0,0.333333333,0.111111111,0.444444444,0.111111111,0,0.444444444
3471,West,Oregon,42.43,-124.08,1341,25,24,0,24,373,61.9191,155,421,8,0,,,2012,2.19,1.25,0.101747921,5.4064384,0.086,15,2.910480134,4.319037129,2,4,8,0.571428571,0.285714286,0.142857143,4,6,0,10,3,0.769230769,0,0.230769231,3.333333333,3.333333333,3,0,2,1,8,0,0.214285714,0,0.142857143,0.071428571,0.571428571,0,0.214285714,0.214285714
103660,West,Washington,45.7,-122.56,30,68,26,0,26,122,66.4204,151,385,4,0,,,1998,8.44,4.24,0.08921456,5.2253374,3.368,12,7.6623592,10.82407591,9,0,0,0,0,1,0,0,2,1,6,0.111111111,0.222222222,0.666666667,0.166666667,0.5,0,0,0,2,4,3,0,0,0,0.222222222,0.444444444,0.333333333,0,0.222222222
103361,West,Oregon,44.14,-122.4,610,128,28,-1,29,200,66.1975,151,388,8,1,,,2001,2.89,1.03,0.08279338,5.3138518,0.291,24,5.247641764,6.908237433,7,9,7,0.304347826,0.391304348,0.304347826,1,2.285714286,1,12,7,0.6,0.05,0.35,1.714285714,1.857142857,1,0,2,4,15,1,0.043478261,0,0.086956522,0.173913044,0.652173913,0.043478261,0.043478261,0.260869565
103390,West,Oregon,44.91,-123.44,457,42,25,0,25,215,75.9576,168,372,4,0,,,2003,3.83,1.18,0.07356192,5.3914744,0.562,19,5.210273084,7.003543475,6,10,3,0.157894737,0.52631579,0.315789474,0.5,2.166666667,1,9,6,0.5625,0.0625,0.375,1.5,1.666666667,1,0,2,3,13,0,0.052631579,0,0.105263158,0.157894737,0.684210526,0,0.052631579,0.263157895
103209,West,Idaho,44.21,-111.38,1870,867,25,-14,39,71,51.4578,114,376,8,1,,,2004,3.67,1.01,0.0214691,5.4670448,0.28,9,2.456031988,4.738633325,2,1,6,0.666666667,0.111111111,0.222222222,3,3.5,0,7,2,0.777777778,0,0.222222222,3.5,3.5,0,0,2,2,4,1,0,0,0.222222222,0.222222222,0.444444444,0.111111111,0,0.444444444
3195,West,Washington,47.14,-120.99,1006,98,24,-6,30,105,65.0528,133,357,8,1,,,2008,2.83,0.62,0.03392996,5.2357792,0.203,25,2.50307258,3.304538933,2,4,18,0.75,0.166666667,0.083333333,9,11,1,16,3,0.8,0.05,0.15,5.333333333,5.666666667,0,0,7,1,14,2,0,0,0.291666667,0.041666667,0.583333333,0.083333333,0,0.333333333
3737,West,Washington,47.03,-122.61,,12,23,0,23,105,71.0098,145,376,4,1,,,2012,4.83,1.07,0.055067382,5.2053102,0.575,27,5.641779409,7.681514979,14,5,6,0.24,0.2,0.56,0.428571429,0.785714286,3,11,9,0.47826087,0.130434783,0.391304348,1.222222222,1.555555556,1,0,1,5,16,3,0.038461539,0,0.038461539,0.192307692,0.615384615,0.115384615,0.038461539,0.230769231
3995,West,Oregon,45.51,-122.71,91,77,26,0,26,121,81.5685,152,380,4,1,,,1995,12.78,12.87,0.05718078,5.2535435,11.18,10,8.206530619,,8,1,0,0,0.111111111,0.888888889,0,0.125,0,1,6,0.142857143,0,0.857142857,0.166666667,0.166666667,0,0,0,4,5,0,0,0,0,0.444444444,0.555555556,0,0,0.444444444
3922,West,Washington,48.83,-117.82,684,323,27,-7,34,72,70.199,112,390,8,0,,,2003,1.8,0.71,0.0347809,5.2478398,0.652,16,3.189731259,3.756454278,2,2,12,0.75,0.125,0.125,6,7,0,11,3,0.785714286,0,0.214285714,3.666666667,3.666666667,0,1,4,2,7,2,0,0.0625,0.25,0.125,0.4375,0.125,0.0625,0.375
104131,West,Idaho,48.17,-116.66,630,398,27,-6,33,77,60.9314,120,410,8,0,,,2005,3.5,0.98,0.03628366,5.2940288,0.487,15,5.935189769,5.835930402,5,3,6,0.428571429,0.214285714,0.357142857,1.2,1.8,1,5,7,0.384615385,0.076923077,0.538461539,0.714285714,0.857142857,1,0,1,4,6,3,0.066666667,0,0.066666667,0.266666667,0.4,0.2,0.066666667,0.333333333
2552,West,Oregon,43.24,-122.29,1219,142,26,-4,30,150,56.8994,140,401,8,0,,,2007,2.14,0.85,0.06199886,5.3557854,0.227,17,3.129234023,,1,6,8,0.533333333,0.4,0.066666667,8,14,0,12,2,0.857142857,0,0.142857143,6,6,0,1,2,0,10,2,0,0.066666667,0.133333333,0,0.666666667,0.133333333,0.066666667,0.133333333
1210,West,Oregon,43.49,-122.63,884,116,27,-1,28,129,66.1975,153,362,8,1,,,1999,2.44,0.75,0.10063198,5.3206822,0.238,25,4.644888063,,7,9,7,0.304347826,0.391304348,0.304347826,1,2.285714286,0,14,6,0.7,0,0.3,2.333333333,2.333333333,0,0,3,5,15,0,0,0,0.130434783,0.217391304,0.652173913,0,0,0.347826087
2860,West,Washington,47.43,-122.29,183,2,24,1,23,97,71.0098,143,373,4,1,,,2000,12.3,8.16,0.09876186,5.0825724,8.112,8,8.75,,6,2,0,0,0.25,0.75,0,0.333333333,0,0,7,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0.25,0.625,0.125,0,0.25
103856,West,Idaho,46.82,-116.48,894,423,27,-7,34,83,52.6032,128,393,8,0,,,2004,3.28,0.94,0.04269324,5.291544,0.318,25,3.317352892,3.500010911,1,4,17,0.772727273,0.181818182,0.045454546,17,21,1,17,4,0.772727273,0.045454546,0.181818182,4.25,4.5,2,1,5,2,10,4,0.083333333,0.041666667,0.208333333,0.083333333,0.416666667,0.166666667,0.125,0.291666667
105018,West,Colorado,37.43,-107.15,2579,831,23,-15,38,61,47.9425,93,481,8,1,,,2007,4.15,1.71,0.038412,,0.172,12,2.985004501,8.34540154,4,4,2,0.2,0.4,0.4,0.5,1.5,1,8,1,0.8,0.1,0.1,8,9,0,1,0,2,6,2,0,0.090909091,0,0.181818182,0.545454546,0.181818182,0.090909091,0.181818182
105004,West,Colorado,37,-105.06,2753,926,22,-10,32,58,48.2404,77,484,8,0,,,2008,4.61,1.13,0.02939906,,0.186,5,1.676343706,4.661318561,0,4,1,0.2,0.8,0,,,0,5,0,1,0,0,,,0,0,0,2,3,0,0,0,0,0.4,0.6,0,0,0.4
104954,West,Arizona,33.97,-109.49,2693,432,21,-11,32,74,35.0859,99,480,10,0,,,2010,3.78,1.41,0.03965058,,0.426,28,3.394408191,6.578391089,5,10,4,0.210526316,0.52631579,0.263157895,0.8,2.8,1,18,4,0.782608696,0.043478261,0.173913044,4.5,4.75,0,2,3,5,8,5,0,0.086956522,0.130434783,0.217391304,0.347826087,0.217391304,0.086956522,0.347826087
104810,West,Montana,46.07,-112.55,2047,717,22,-13,35,44,52.51170234,0.97,352,8,0,,,2011,1.92,0.44,0.01513692,5.3771398,0.39,24,3.208627925,5.713263173,4,4,10,0.555555556,0.222222222,0.222222222,2.5,3.5,0,13,5,0.722222222,0,0.277777778,2.6,2.6,0,0,3,4,10,2,0,0,0.157894737,0.210526316,0.52631579,0.105263158,0,0.368421053
103325,West,Oregon,44.43,-119.94,1737,301,23,-8,31,73,56.091,100,375,8,0,,,1998,2.19,0.43,0.04746286,5.2758876,0.17,10,1,3.262360325,1,0,7,0.875,0,0.125,7,7,0,7,1,0.875,0,0.125,7,7,0,0,2,2,2,2,0,0,0.25,0.25,0.25,0.25,0,0.5
104198,West,Washington,48.9,-119.3,1189,221,24,-11,35,49,65.2858,81,398,8,1,,,1998,1.83,0.38,0.03461044,5.1810966,0.27,20,1.954846461,3.847664886,2,5,10,0.588235294,0.294117647,0.117647059,5,7.5,0,14,2,0.875,0,0.125,7,7,0,0,6,2,8,2,0,0,0.333333333,0.111111111,0.444444444,0.111111111,0,0.444444444
102356,West,California,41.98,-120.21,2042,304,22,-9,31,97,69.5703,123,347,8,0,,,1999,2.92,0.62,0.07596112,5.3579634,0.133,14,1.04347762,4.060682068,2,2,9,0.692307692,0.153846154,0.153846154,4.5,5.5,0,12,1,0.923076923,0,0.076923077,12,12,0,0,4,2,5,3,0,0,0.285714286,0.142857143,0.357142857,0.214285714,0,0.428571429
103865,West,Washington,46.27,-117.71,1372,351,24,-6,30,103,60.9314,114,350,8,0,,,1999,2.7,0.82,0.05599048,5.2838848,0.392,26,3.181161116,4.216576234,3,5,15,0.652173913,0.217391304,0.130434783,5,6.666666667,0,17,5,0.772727273,0,0.227272727,3.4,3.4,0,0,8,3,10,3,0,0,0.333333333,0.125,0.416666667,0.125,0,0.458333333
3151,West,Oregon,44.28,-122.03,715,154,27,-3,30,193,61.1814,152,409,8,0,,,2007,2.61,1.1,0.08443086,5.3229684,0.241,24,3.735542266,4.006877728,2,6,14,0.636363636,0.272727273,0.090909091,7,10,1,16,4,0.761904762,0.047619048,0.190476191,4,4.25,7,2,1,1,11,1,0.304347826,0.086956522,0.043478261,0.043478261,0.47826087,0.043478261,0.391304348,0.086956522
1065,West,Oregon,43.19,-122.83,762,102,28,-1,29,137,66.1975,151,407,8,1,,,2010,2.82,1.08,0.05729432,5.3657636,0.241,26,3.759539454,,5,7,10,0.454545455,0.318181818,0.227272727,2,3.4,3,14,5,0.636363636,0.136363636,0.227272727,2.8,3.4,3,2,3,1,11,4,0.125,0.083333333,0.125,0.041666667,0.458333333,0.166666667,0.208333333,0.166666667
1187,West,Oregon,43.44,-122.56,792,121,27,-1,28,125,65.9726,151,369,8,1,,,1999,2.19,0.75,0.10300466,5.3175636,0.206,26,3.590687832,,3,5,15,0.652173913,0.217391304,0.130434783,5,6.666666667,2,17,2,0.80952381,0.095238095,0.095238095,8.5,9.5,7,0,4,2,9,2,0.291666667,0,0.166666667,0.083333333,0.375,0.083333333,0.291666667,0.25
105079,West,Idaho,42.36,-111.85,1928,890,26,-9,35,59,56.091,97,408,6,0,,,2001,3.65,1.06,0.02674734,,0.595,6,,9.041253025,2,1,1,0.25,0.25,0.5,0.5,1,1,2,1,0.5,0.25,0.25,2,3,0,0,0,0,3,1,0,0,0,0,0.75,0.25,0,0
103902,West,Washington,46.8,-122.91,152,28,25,0,25,123,76.128,158,375,4,1,,,2003,6.31,2.9,0.08856408,5.1629654,1.243,20,6.392050653,8.725354691,14,4,1,0.052631579,0.210526316,0.736842105,0.071428571,0.357142857,2,7,10,0.368421053,0.105263158,0.52631579,0.7,0.9,0,0,0,7,10,3,0,0,0,0.35,0.5,0.15,0,0.35
103864,West,Washington,46.14,-117.98,1097,338,26,-5,31,110,56.8994,128,365,8,0,,,2001,3.88,1.28,0.06555956,5.2637568,0.438,23,3.748871287,4.867373356,4,3,14,0.666666667,0.142857143,0.190476191,3.5,4.25,0,13,5,0.722222222,0,0.277777778,2.6,2.6,0,0,6,3,10,2,0,0,0.285714286,0.142857143,0.476190476,0.095238095,0,0.428571429
103641,West,Oregon,45.45,-121.42,1006,150,24,-5,29,70,75.6117,117,380,8,0,,,2003,2.61,0.55,0.05464926,5.2872048,0.49,7,1.109825383,3.620205354,0,2,3,0.6,0.4,0,,,0,5,0,1,0,0,,,0,0,1,1,3,0,0,0,0.2,0.2,0.6,0,0,0.4
1387,West,Oregon,43.73,-121.88,1494,170,23,-6,29,108,65.0528,125,358,8,0,,,2004,2.04,0.51,0.05025772,5.3292106,0.244,6,0.38,1.686868569,0,0,6,1,0,0,,,0,6,0,1,0,0,,,0,1,3,1,0,1,0,0.166666667,0.5,0.166666667,0,0.166666667,0.166666667,0.666666667
103980,West,Montana,47.01,-113.7,1307,618,26,-11,37,59,60.425,127,411,8,0,,,2006,2.26,0.62,0.02472192,5.363684,0.272,22,2.906368607,4.29831157,2,4,13,0.684210526,0.210526316,0.105263158,6.5,8.5,0,14,3,0.823529412,0,0.176470588,4.666666667,4.666666667,0,0,5,2,10,2,0,0,0.263157895,0.105263158,0.52631579,0.105263158,0,0.368421053
104851,West,Wyoming,43.23,-109.98,2409,1008,22,-18,40,54,45.74034027,1.12,412,8,0,,,2011,2.97,0.93,0.01682366,5.3347494,0.176,10,2.629578758,5.432059846,2,1,5,0.625,0.125,0.25,2.5,3,1,6,1,0.75,0.125,0.125,6,7,0,0,1,2,4,2,0,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.333333333
1409,West,Oregon,43.78,-122.49,732,123,27,-1,28,148,66.1975,152,377,8,1,,,1997,2.93,1.02,0.07511296,5.311043,0.397,27,4.154593553,,6,9,11,0.423076923,0.346153846,0.230769231,1.833333333,3.333333333,2,19,4,0.76,0.08,0.16,4.75,5.25,3,0,5,6,13,0,0.111111111,0,0.185185185,0.222222222,0.481481482,0,0.111111111,0.407407407
1143,West,Oregon,43.34,-122.36,1341,136,24,-5,29,160,57.1647,144,380,8,0,,,1999,2.14,0.73,0.09931462,5.3096168,0.205,25,2.061282628,,0,5,17,0.772727273,0.227272727,0,,,0,19,2,0.904761905,0,0.095238095,9.5,9.5,0,1,9,1,10,2,0,0.043478261,0.391304348,0.043478261,0.434782609,0.086956522,0.043478261,0.434782609
103901,West,Washington,46.84,-122.5,61,34,25,0,25,106,71.0098,145,377,4,1,,,2000,5.16,2.9,0.10561298,5.0128204,1.124,28,4.974124662,6.292932405,7,10,7,0.291666667,0.416666667,0.291666667,1,2.428571429,1,16,7,0.666666667,0.041666667,0.291666667,2.285714286,2.428571429,0,0,3,8,12,4,0,0,0.111111111,0.296296296,0.444444444,0.148148148,0,0.407407407
101264,West,Colorado,38.95,-107.77,2577,929,24,-10,34,52,44.6935,84,368,8,1,,,2002,3.62,1.13,0.0419651,5.1307628,0.327,7,2.897581571,9.241487211,2,1,1,0.25,0.25,0.5,0.5,1,1,4,0,0.8,0.2,0,,,0,0,0,0,4,1,0,0,0,0,0.8,0.2,0,0
3343,West,Washington,45.75,-121.83,192,108,26,-1,27,181,66.1975,164,387,8,0,,,2003,6.77,2.13,0.105914,5.2668706,1.213,20,5.598166464,,5,10,3,0.166666667,0.555555556,0.277777778,0.6,2.6,0,10,6,0.625,0,0.375,1.666666667,1.666666667,0,0,2,4,12,1,0,0,0.105263158,0.210526316,0.631578947,0.052631579,0,0.315789474
105062,West,Colorado,40.14,-107,2717,1067,22,-14,36,60,47.6427,103,443,8,1,,,2008,3.65,1.09,0.03258118,,0.306,5,,9.183840653,1,1,1,0.333333333,0.333333333,0.333333333,1,2,0,2,1,0.666666667,0,0.333333333,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0
104850,West,Wyoming,43.09,-110.5,2388,981,23,-17,40,50,49.96727611,1.26,423,8,1,,,2011,2.93,0.77,0.01807186,5.353764,0.169,14,2.778970297,5.969400263,2,1,7,0.7,0.1,0.2,3.5,4,0,7,2,0.777777778,0,0.222222222,3.5,3.5,0,0,3,2,4,1,0,0,0.3,0.2,0.4,0.1,0,0.5
3655,West,Washington,46.52,-122.82,61,42,25,0,25,124,71.0098,163,378,4,0,,,1997,4.74,1.51,0.10449686,5.1118525,0.891,17,5.564014158,,6,6,2,0.142857143,0.428571429,0.428571429,0.333333333,1.333333333,0,9,5,0.642857143,0,0.357142857,1.8,1.8,0,0,2,4,9,1,0,0,0.125,0.25,0.5625,0.0625,0,0.375
102658,West,Oregon,42.7,-122.36,1128,153,26,-4,30,110,56.8994,125,377,8,0,,,2000,2.25,0.6,0.07262538,5.3312494,0.187,33,3.214496231,4.271894704,5,6,17,0.607142857,0.214285714,0.178571429,3.4,4.6,3,20,4,0.740740741,0.111111111,0.148148148,5,5.75,6,0,5,3,12,4,0.2,0,0.166666667,0.1,0.4,0.133333333,0.2,0.266666667
4065,West,Idaho,46.79,-116.75,869,403,27,-6,33,83,52.6032,124,401,8,1,,,2003,3.26,0.88,0.04282178,5.2916834,0.353,25,3.414652451,4.566640713,4,4,15,0.652173913,0.173913044,0.173913044,3.75,4.75,0,16,4,0.8,0,0.2,4,4,0,1,5,4,10,3,0,0.043478261,0.217391304,0.173913044,0.434782609,0.130434783,0.043478261,0.391304348
3190,West,Washington,47.25,-122.5,183,3,24,1,23,107,76.128,143,378,4,1,,,2000,8.17,4.35,0.11031334,5.0576376,4.364,17,5.715731002,,6,6,3,0.2,0.4,0.4,0.5,1.5,3,6,6,0.4,0.2,0.4,1,1.5,0,0,0,4,10,3,0,0,0,0.235294118,0.588235294,0.176470588,0,0.235294118
3668,West,Washington,47.04,-122.8,98,6,25,0,25,121,76.128,148,384,4,1,,,2000,6.46,2.8,0.1326844,5.0580646,2.204,14,6.945207664,,7,4,2,0.153846154,0.307692308,0.538461539,0.285714286,0.857142857,3,3,5,0.272727273,0.272727273,0.454545455,0.6,1.2,0,0,0,3,8,2,0,0,0,0.230769231,0.615384615,0.153846154,0,0.230769231
102561,West,Wyoming,42.27,-105.55,2426,1315,24,-13,37,56,55.5415,79,317,8,1,,,2003,4.94,1.83,0.03698642,5.2300334,0.624,7,4.158715443,9.24669967,2,0,2,0.5,0,0.5,1,1,0,4,2,0.666666667,0,0.333333333,2,2,0,0,0,1,4,1,0,0,0,0.166666667,0.666666667,0.166666667,0,0.166666667
1454,West,Oregon,43.83,-121.74,,180,25,-7,32,76,60.6792,125,361,8,1,,,2004,1.64,0.4,0.0395135,5.3279146,0.207,9,0.38,1.710370653,0,0,9,1,0,0,,,0,9,0,1,0,0,,,0,1,5,1,0,2,0,0.111111111,0.555555556,0.111111111,0,0.222222222,0.111111111,0.666666667
102869,West,Idaho,43.44,-111.56,2079,893,24,-11,35,58,52.0346,104,374,8,1,,,2004,3.25,1.09,0.01913174,5.4759426,0.634,13,4.101315417,7.964190661,3,1,4,0.5,0.125,0.375,1.333333333,1.666666667,0,6,3,0.666666667,0,0.333333333,2,2,0,0,1,2,5,1,0,0,0.111111111,0.222222222,0.555555556,0.111111111,0,0.333333333
105033,West,Colorado,38.22,-105.8,3151,967,19,-13,32,57,59.1213,74,445,8,0,,,2008,4.12,1.16,0.03507084,,0.204,17,2.784052093,6.160734667,2,6,5,0.384615385,0.461538462,0.153846154,2.5,5.5,1,12,1,0.857142857,0.071428571,0.071428571,12,13,0,1,2,3,7,2,0,0.066666667,0.133333333,0.2,0.466666667,0.133333333,0.066666667,0.333333333
4024,West,Washington,46.83,-123.01,,26,25,1,24,124,76.128,156,383,4,1,,,2012,6.08,1.06,0.063244824,5.232686,0.382,19,6.388278459,8.728598331,15,3,0,0,0.166666667,0.833333333,0,0.2,2,6,10,0.333333333,0.111111111,0.555555556,0.6,0.8,1,2,0,5,10,1,0.052631579,0.105263158,0,0.263157895,0.52631579,0.052631579,0.157894737,0.263157895
3994,West,Washington,47.07,-122.89,30,0,25,1,24,129,76.128,152,386,4,1,,,1996,6.46,2.8,0.10189304,5.10271375,2.204,15,7.04292473,,8,4,1,0.076923077,0.307692308,0.615384615,0.125,0.625,1,4,6,0.363636364,0.090909091,0.545454546,0.666666667,0.833333333,0,0,0,4,8,2,0,0,0,0.285714286,0.571428571,0.142857143,0,0.285714286
4025,West,Washington,46.75,-122.94,152,33,25,1,24,121,76.128,160,379,4,1,,,1997,5.79,1.99,0.10953174,5.10142,1.386,10,6.23545827,,9,0,1,0.1,0,0.9,0.111111111,0.111111111,2,4,4,0.4,0.2,0.4,1,1.5,0,0,0,4,5,1,0,0,0,0.4,0.5,0.1,0,0.4
2517,West,Oregon,42.8,-122.96,1097,108,25,-1,26,133,65.9726,141,370,8,1,,,2000,2.85,0.75,0.08636924,5.337529,0.274,27,3.237241738,,4,6,14,0.583333333,0.25,0.166666667,3.5,5,0,16,5,0.761904762,0,0.238095238,3.2,3.2,0,1,5,3,14,1,0,0.041666667,0.208333333,0.125,0.583333333,0.041666667,0.041666667,0.333333333
4141,West,Washington,47.19,-122.45,81,9,24,1,23,105,76.128,148,380,4,1,,,2000,9.28,3.81,0.1121092,5.0471268,4.038,18,7.288291553,,8,4,2,0.142857143,0.285714286,0.571428571,0.25,0.75,1,3,8,0.25,0.083333333,0.666666667,0.375,0.5,0,0,0,2,10,2,0,0,0,0.142857143,0.714285714,0.142857143,0,0.142857143
103661,West,Oregon,45.68,-122.99,335,52,24,0,24,150,71.0098,169,394,4,1,,,2003,4.37,1.68,0.07301332,5.2935824,1.095,17,6.167282853,7.101094461,6,4,2,0.166666667,0.333333333,0.5,0.333333333,1,3,4,7,0.285714286,0.214285714,0.5,0.571428571,1,0,0,0,3,9,4,0,0,0,0.1875,0.5625,0.25,0,0.1875
104118,West,Montana,48.67,-114.8,1059,531,25,-10,35,60,56.091,115,364,8,0,,,2003,2.99,1.05,0.0287001,5.2483024,0.616,18,2.962919739,3.56780411,2,2,14,0.777777778,0.111111111,0.111111111,7,8,0,13,3,0.8125,0,0.1875,4.333333333,4.333333333,0,1,5,1,9,2,0,0.055555556,0.277777778,0.055555556,0.5,0.111111111,0.055555556,0.333333333
2114,West,Oregon,45.5,-121.63,671,134,24,-4,28,124,65.7457,122,389,8,1,,,2004,4.36,0.96,0.05351516,5.2729478,0.47,27,2.931195345,4.198844885,1,8,15,0.625,0.333333333,0.041666667,15,23,1,17,2,0.85,0.05,0.1,8.5,9,0,0,8,1,13,2,0,0,0.333333333,0.041666667,0.541666667,0.083333333,0,0.375
103817,West,Montana,46.74,-114.32,1323,577,26,-10,36,66,60.1686,118,380,8,0,,,2006,2.76,0.75,0.02839182,5.3732574,0.228,25,2.585812158,3.293508364,2,3,17,0.772727273,0.136363636,0.090909091,8.5,10,0,18,3,0.857142857,0,0.142857143,6,6,0,1,6,1,10,4,0,0.045454546,0.272727273,0.045454546,0.454545455,0.181818182,0.045454546,0.318181818
1159,West,Oregon,43.39,-122.69,1036,110,26,-1,27,132,61.9191,151,404,8,1,,,2007,2.39,0.91,0.06038302,5.3583042,0.257,32,2.63666353,,4,8,15,0.555555556,0.296296296,0.148148148,3.75,5.75,2,22,2,0.846153846,0.076923077,0.076923077,11,12,4,2,2,3,16,1,0.142857143,0.071428571,0.071428571,0.107142857,0.571428571,0.035714286,0.214285714,0.178571429
4116,West,Washington,47.21,-122.4,88,11,24,1,23,104,76.128,150,383,4,0,,,1996,9.28,3.81,0.08641318,5.0762265,4.038,21,6.164536172,,11,5,3,0.157894737,0.263157895,0.578947368,0.272727273,0.727272727,3,7,7,0.411764706,0.176470588,0.411764706,1,1.428571429,1,0,0,4,13,2,0.05,0,0,0.2,0.65,0.1,0.05,0.2
1114,West,Oregon,43.29,-122.76,792,106,26,-1,27,149,70.81,153,368,8,1,,,1999,2.22,0.72,0.10058136,5.3202268,0.307,23,3.072405008,,1,6,12,0.631578947,0.315789474,0.052631579,12,18,1,16,2,0.842105263,0.052631579,0.105263158,8,8.5,5,0,4,1,9,1,0.25,0,0.2,0.05,0.45,0.05,0.25,0.25
3040,West,Washington,47.53,-122.26,13,7,24,2,22,92,71.2077,141,381,4,1,,,2000,11.7,5.69,0.0892981,5.0931084,4.784,15,8.421770177,,7,3,1,0.090909091,0.272727273,0.636363636,0.142857143,0.571428571,1,1,8,0.1,0.1,0.8,0.125,0.25,0,0,0,3,6,3,0,0,0,0.25,0.5,0.25,0,0.25
4029,West,Washington,47.55,-122.25,18,9,24,2,22,92,71.2077,140,383,4,1,,,2000,11.7,5.69,0.08763366,5.0977388,4.784,12,7.605288029,,9,2,0,0,0.181818182,0.818181818,0,0.222222222,1,2,7,0.2,0.1,0.7,0.285714286,0.428571429,0,0,0,3,7,1,0,0,0,0.272727273,0.636363636,0.090909091,0,0.272727273
101247,West,Colorado,38.04,-107.04,3044,886,21,-16,37,50,43.7718,77,403,8,1,,,2001,3.6,1.1,0.04741958,5.020308,0.233,8,3.418673653,7.139368354,1,2,2,0.4,0.4,0.2,2,4,1,5,1,0.714285714,0.142857143,0.142857143,5,6,0,1,1,1,3,1,0,0.142857143,0.142857143,0.142857143,0.428571429,0.142857143,0.142857143,0.285714286
103606,West,Idaho,45.96,-116.61,1036,437,27,-6,33,55,52.6032,117,372,8,0,,,2001,2.32,0.59,0.03689356,5.2703602,0.194,11,3.295227723,4.213598277,1,2,8,0.727272727,0.181818182,0.090909091,8,10,0,7,2,0.777777778,0,0.222222222,3.5,3.5,0,0,1,2,6,2,0,0,0.090909091,0.181818182,0.545454546,0.181818182,0,0.272727273
