Plot,maxaug_c,mindec_c,continen,precip_cm,N
5116,17.79,-2.26,20.05,368,0.75
5117,17.07,-3.97,21.04,166,0.75
5118,17.07,-3.97,21.04,166,0.75
5119,16.72,-4.31,21.03,187,0.75
5122,17.43,-2.97,20.4,298,0.75
5123,17.43,-2.97,20.4,298,0.75
5126,15.78,-3.49,19.27,392,0.75
5127,15.68,-4.1,19.78,390,1.36
5128,15.71,-4,19.71,390,0.75
5130,15.68,-4.28,19.96,396,0.84
5131,15.69,-4.48,20.17,402,0.81
5132,15.68,-4.29,19.97,400,0.96
5133,15.72,-4.09,19.81,395,0.75
5134,15.66,-4.29,19.95,400,0.75
5136,15.63,-4.2,19.83,400,0.75
5137,17.25,-2.61,19.86,353,0.4
5138,17.43,-2.56,19.99,311,0.48
5139,18.1,-2.96,21.06,308,0.61
5141,18.52,-1.6,20.12,263,0.75
5142,17.38,0.76,16.62,239,0.61
5144,17.38,0.76,16.62,239,0.29
5145,15.59,-0.18,15.77,288,1.68
5146,15.59,-0.18,15.77,288,0.27
5147,15.09,-0.52,15.61,280,0.42
5148,17.57,-3.04,20.61,318,0.26
5149,17.55,-4.38,21.93,388,0.44
5150,17.55,-4.38,21.93,388,0.23
5151,17.55,-4.38,21.93,388,0.37
5153,17.5,-3.58,21.08,308,0.75
5154,17.5,-3.58,21.08,308,0.79
5156,16.85,-4.39,21.24,308,0.75
5157,17.32,-3.75,21.07,309,0.75
5160,15.31,-4.85,20.16,596,0.75
5161,15.31,-4.85,20.16,596,0.75
5162,16.02,-3.93,19.95,589,0.75
5164,16.56,-3.22,19.78,581,0.75
5165,15.19,-4.59,19.78,586,0.75
5167,16.42,-1.7,18.12,306,0.75
5169,16.16,-1.68,17.84,300,0.75
5176,17.09,-1.24,18.33,287,0.75
5178,17.09,-1.24,18.33,287,0.75
5179,16.28,-0.48,16.76,263,0.66
5180,16.41,-0.43,16.84,264,0.9
5182,16.28,-1.09,17.37,274,0.48
5183,16.28,-1.09,17.37,274,0.75
5188,16.14,-4.73,20.87,261,0.75
5189,17.2,-3.86,21.06,189,0.66
5190,16.68,-4.52,21.2,223,0.76
5191,17.04,-3.92,20.96,170,0.57
5192,17.23,-3.71,20.94,164,0.81
5193,17.21,-4.48,21.69,169,0.34
5196,17.44,-2.95,20.39,292,0.75
5197,17.2,-2.28,19.48,259,0.17
5198,17.37,-2.69,20.06,252,0.35
5199,17.5,-2.24,19.74,257,0.35
5200,17.5,-2.24,19.74,257,0.34
5201,15.22,-5.45,20.67,405,0.44
5202,17.92,-0.9,18.82,177,0.75
5204,15.84,-3.89,19.73,339,0.19
5205,18.18,-0.69,18.87,343,0.48
5206,17.53,-1.32,18.85,198,0.75
5207,17.62,-1,18.62,195,0.75
5208,16.74,-1.03,17.77,225,0.18
5209,16.74,-1.03,17.77,225,0.75
5210,18.18,-0.49,18.67,280,0.08
5211,17.7,-2.18,19.88,277,0.75
5212,17.87,-0.06,17.93,290,0.12
5213,18.22,-0.23,18.45,296,0.16
5214,17.84,-0.56,18.4,279,0.75
5215,18.19,-0.13,18.32,269,0.27
5216,16.67,-1,17.67,312,0.75
5217,16.67,-1,17.67,312,0.75
5219,14.61,-4.36,18.97,374,0.75
5221,15.64,-4.49,20.13,378,0.14
5222,17.4,-4.09,21.49,206,0.75
5223,17.7,-3.24,20.94,173,0.21
5224,17.24,-3.78,21.02,190,0.22
5225,17.7,-3.24,20.94,173,0.75
5227,16.59,-3.68,20.27,179,0.75
5229,16.66,-3.69,20.35,179,0.75
5230,16.53,-3.74,20.27,354,0.75
5231,16.53,-3.74,20.27,354,0.75
5233,17.38,-1.93,19.31,216,0.75
5234,17.59,-1.64,19.23,206,0.75
5235,17.59,-1.64,19.23,206,0.27
5236,16.82,-3.02,19.84,267,0.75
5237,16.82,-3.02,19.84,267,0.75
5238,17.27,-2.76,20.03,268,0.75
5239,14.3,-6.81,21.11,371,0.75
5240,14.3,-6.81,21.11,371,0.75
5241,14.3,-6.81,21.11,371,0.75
5244,18.81,-2.1,20.91,253,0.75
5245,16.79,-1.97,18.76,301,0.75
5246,17.07,-1.64,18.71,316,0.75
5247,17.07,-1.64,18.71,316,0.75
5248,16.96,-0.77,17.73,292,0.75
5249,18.42,-1.5,19.92,276,0.21
5251,13.08,-7.1,20.18,505,0.75
5252,16.83,-3.41,20.24,312,0.22
5253,17.87,-2,19.87,226,0.75
5254,17.54,-3.06,20.6,316,0.75
5255,18.68,-3.68,22.36,236,0.75
5256,18.68,-3.68,22.36,236,0.75
5258,18.73,-2.28,21.01,244,0.75
5259,18.66,-3.28,21.94,261,0.75
5260,17.77,-4.25,22.02,255,0.75
5261,18.94,-3.21,22.15,234,0.75
5262,18.94,-3.21,22.15,234,0.75
5263,16.1,-1.24,17.34,149,0.52
5264,16.08,-1.23,17.31,149,0.75
5265,16.08,-1.23,17.31,149,0.75
5266,16.75,-5.04,21.79,263,0.75
5267,16.75,-5.04,21.79,263,0.75
5270,12.44,-8.48,20.92,476,0.75
5272,18.75,-3.6,22.35,237,0.75
5274,16.95,-2.51,19.46,199,0.75
5276,16.95,-2.51,19.46,199,0.75
5278,17.49,-1.98,19.47,245,0.29
5279,17.49,-1.98,19.47,245,0.75
5283,17.12,-1.13,18.25,198,0.75
5284,17.11,-2.42,19.53,272,0.75
5285,17.83,-2.06,19.89,237,0.75
5286,18.37,-1.56,19.93,208,0.75
5287,18.09,-2.4,20.49,221,0.17
5288,18.09,-2.4,20.49,221,0.75
5289,18.09,-2.4,20.49,221,0.75
5294,15.71,-4.24,19.95,394,0.75
5295,15.55,-4.38,19.93,404,0.12
5296,15.63,-4.2,19.83,400,0.15
5297,15.55,-4.32,19.87,406,0.17
5298,15.06,-4.68,19.74,443,0.14
5299,15.55,-4.4,19.95,407,0.17
5302,15.68,-4.1,19.78,390,0.75
5303,15.69,-4.11,19.8,391,0.75
5304,15.62,-4.19,19.81,401,0.75
5308,16.82,-1.13,17.95,291,0.27
5309,15.46,-2.67,18.13,325,0.26
5310,16.33,-4.55,20.88,223,0.25
5311,15.64,-4.09,19.73,400,0.75
5312,17.05,-1.48,18.53,210,0.75
5319,17.37,-2.28,19.65,279,0.75
5321,15.66,-4.2,19.86,393,0.75
5322,14.95,-5.71,20.66,347,0.75
5338,12.44,-8.48,20.92,476,0.75
5370,16.99,-0.34,17.33,225,0.75
5376,16.99,-1.45,18.44,236,0.75
5390,15.92,-2.56,18.48,344,0.75
5406,17.45,-1.71,19.16,237,0.75
5410,15.92,-2.56,18.48,344,0.75
5417,17.04,-1.15,18.19,282,0.75
5441,16.63,-1.6,18.23,225,0.75
5459,16.77,-1.17,17.94,231,0.75
5524,17.65,-1.11,18.76,208,0.75
5525,17.53,-1.22,18.75,209,0.75
5527,17.61,-0.99,18.6,211,0.75
5535,18.87,-2.08,20.95,332,0.75
5536,18.32,-0.44,18.76,286,0.75
5537,18.85,-1.3,20.15,274,0.75
5538,17.08,-3.78,20.86,176,0.75
5539,17.25,-2.83,20.08,185,0.75
5540,17.35,-4.75,22.1,364,0.75
5541,17.23,-3.36,20.59,192,0.75
5542,18,0.19,17.81,190,0.75
5543,17.88,-0.1,17.98,299,0.75
5544,18.52,-1.55,20.07,241,0.75
5545,17.15,-3.24,20.39,178,0.75
5546,18.31,-2.96,21.27,275,0.75
5547,17.87,-3.78,21.65,294,0.75
5548,16.92,-1.28,18.2,234,0.75
5549,17.81,-2.02,19.83,229,0.75
5550,16.84,-1.53,18.37,181,0.75
5551,16.42,-0.78,17.2,359,0.75
5552,16.99,-0.38,17.37,362,0.75
5553,16.96,-0.29,17.25,320,0.75
5554,16.36,-0.58,16.94,325,0.75
5556,18.06,0.29,17.77,267,0.75
5557,18.08,0.7,17.38,231,0.75
5558,17.13,0.79,16.34,238,0.75
5559,17.16,0.47,16.69,242,0.75
5560,17.14,0.45,16.69,246,0.75
5561,17.21,0.27,16.94,246,0.75
5562,17.35,0,17.35,255,0.75
5563,18.41,-1.13,19.54,209,0.75
5564,17.86,-1.09,18.95,248,0.75
5565,17.1,-1.44,18.54,213,0.75
5566,15.05,0.08,14.97,280,0.75
5567,15.42,0.43,14.99,264,0.75
5568,14.46,-0.36,14.82,264,0.75
5569,15.02,-0.04,15.06,243,0.75
5570,14.26,-0.15,14.41,264,0.75
5571,15.59,-0.18,15.77,288,0.75
5572,15.09,-0.52,15.61,280,0.75
5573,14.8,0.07,14.73,254,0.75
5574,14.08,-0.65,14.73,310,0.75
5575,17.44,-1.16,18.6,214,0.75
5576,16.51,-0.87,17.38,305,0.48
5577,16.51,-0.87,17.38,305,0.5
5579,16.55,-1.72,18.27,334,0.75
5581,16.55,-1.72,18.27,334,0.75
5582,18.44,-4.8,23.24,297,0.75
5585,19.36,-4.77,24.13,263,0.75
5587,19.31,-4.88,24.19,251,0.75
5589,17.78,-1.94,19.72,218,0.75
5591,18.27,-2.08,20.35,213,0.75
5592,15.51,-5.7,21.21,392,0.46
5593,15.51,-5.7,21.21,392,0.4
5595,15.42,-2.01,17.43,386,0.75
5597,15.68,-1.67,17.35,393,0.75
5598,16.25,-1.11,17.36,299,1.19
5599,16.25,-1.11,17.36,299,0.75
5601,13.52,-7.46,20.98,458,0.54
5603,16.54,-2.64,19.18,244,0.75
5605,16.73,-4.27,21,346,0.75
5607,17.82,-6.38,24.2,169,0.75
5608,16.35,-5.99,22.34,180,1.33
5609,16.16,-6.21,22.37,191,1.22
5610,13.37,-1.65,15.02,311,0.68
5616,14.26,-0.15,14.41,264,0.75
5617,14.79,-0.07,14.86,267,0.59
5619,17.38,-0.26,17.64,275,0.75
5621,17.38,-0.26,17.64,275,0.75
5622,14.88,0.15,14.73,254,0.75
5625,17.14,0.78,16.36,237,0.75
5626,16.8,0.4,16.4,247,0.75
5627,18.64,-1.92,20.56,235,0.75
5630,15.75,-3.37,19.12,389,0.75
5631,17.76,-1.84,19.6,215,0.75
5633,17.44,-1.16,18.6,237,0.75
5636,17.87,-0.06,17.93,290,0.75
5643,17.3,-0.04,17.34,258,0.75
5649,17.41,-7.77,25.18,112,0.75
5650,18.12,-3.57,21.69,351,0.42
5651,18,-1.92,19.92,305,0.57
5652,17.45,-5.06,22.51,353,1.95
5655,17.02,0.21,16.81,237,1.95
5656,18.14,-5.2,23.34,188,0.29
5657,17.57,0.06,17.51,234,1.29
5659,16.45,-0.17,16.62,350,0.59
5660,16.97,0.25,16.72,242,0.99
5662,14.52,-13.86,28.38,173,0.75
5665,14.2,-11.3,25.5,174,0.75
5669,17.19,-6.32,23.51,190,0.75
5670,16.55,-0.66,17.21,245,0.75
5674,17.99,-0.81,18.8,172,0.75
5675,18.38,-1.29,19.67,220,0.75
5676,16.94,-3.2,20.14,266,0.75
5677,16.8,-3.03,19.83,237,0.75
5678,11.78,-10.01,21.79,454,0.75
5681,18.96,-1.78,20.74,256,0.75
5685,12.81,-9.05,21.86,423,0.75
5689,15.38,-3.73,19.11,318,0.75
100026,25,-8,33,114,12.58
100031,25,-7,32,113,12.71
100032,25,-7,32,114,13.31
100033,25,-7,32,115,12.85
100035,24,-7,31,115,12.7
100036,25,-7,32,113,13.85
100037,25,-7,32,114,13.85
100039,24,-8,32,120,12.8
100042,24,-8,32,118,12.83
100044,24,-8,32,117,12.83
100045,24,-8,32,116,12.69
100047,25,-8,33,115,13.06
100048,25,-8,33,115,13.12
100049,25,-8,33,114,13.06
100050,24,-8,32,114,12.72
100052,24,-8,32,115,13.27
100054,25,-7,32,114,13.42
100057,32,7,25,131,10.21
100059,33,5,28,129,8.85
100060,33,5,28,129,8.85
100061,32,5,27,139,8.56
100062,32,5,27,139,8.56
100063,33,5,28,132,8.75
100064,33,5,28,132,8.75
100065,32,4,28,138,8.83
100066,32,4,28,138,8.83
100067,32,4,28,137,8.62
100068,32,5,27,137,9.11
100069,33,4,29,141,8.93
100070,33,4,29,141,8.93
100072,32,5,27,169,10.77
100074,33,3,30,166,10.3
100076,32,5,27,126,8.59
100077,33,5,28,126,8.75
100080,31,5,26,129,10.8
100083,33,4,29,128,9.01
100085,33,4,29,127,8.84
100086,33,4,29,127,8.84
100087,33,4,29,128,9.68
100088,32,4,28,126,9.59
100089,32,4,28,121,9.26
100090,32,4,28,121,9.26
100091,33,4,29,129,8.91
100092,33,4,29,129,8.55
100093,33,4,29,129,8.55
100094,32,4,28,126,8.64
100095,32,4,28,126,8.64
100096,32,4,28,122,8.83
100097,32,4,28,122,8.83
100098,32,4,28,129,9.24
100099,32,4,28,129,9.24
100100,32,4,28,125,9.01
100101,32,4,28,125,9.01
100102,33,4,29,119,9.28
100104,33,4,29,119,9.28
100105,32,4,28,134,8.47
100107,32,4,28,134,8.47
100108,32,3,29,134,8.39
100109,32,3,29,128,8.43
100110,32,3,29,128,8.43
100111,32,3,29,147,10
100112,32,3,29,147,10
100114,32,3,29,139,8.56
100116,32,3,29,139,8.56
100117,32,3,29,136,8.9
100119,32,3,29,153,9.39
100120,32,2,30,158,8.8
100121,32,3,29,147,9.24
100122,32,3,29,147,9.24
100123,33,2,31,147,9.11
100125,32,3,29,143,9.77
100127,32,3,29,143,9.77
100128,33,3,30,167,9.22
100130,32,3,29,167,10.34
100134,32,3,29,163,8.84
100135,33,2,31,154,8.6
100136,32,3,29,155,8.7
100138,32,3,29,150,8.81
100140,33,2,31,145,9.37
100141,33,3,30,163,9.94
100143,33,3,30,147,8.64
100144,28,-3,31,50,3.16
100148,30,-1,31,42,3.89
100154,29,0,29,53,3.86
100163,32,4,28,128,11.35
100164,32,4,28,123,9.37
100166,32,3,29,119,9.22
100167,32,3,29,119,9.22
100168,32,3,29,117,8.91
100169,32,2,30,118,9.19
100170,32,2,30,119,9.14
100171,33,3,30,120,8.75
100172,33,3,30,119,10.81
100173,33,2,31,120,9.57
100175,33,2,31,120,9.57
100176,33,2,31,118,9.65
100177,33,3,30,117,11.5
100178,33,3,30,117,11.5
100179,32,2,30,122,9.77
100180,32,2,30,122,9.77
100181,32,2,30,118,10.5
100182,32,3,29,121,9.43
100183,32,3,29,121,9.43
100184,32,3,29,127,9.21
100186,32,3,29,127,9.21
100187,32,1,31,127,10.31
100188,31,1,30,129,10.38
100189,32,3,29,139,8.74
100190,32,3,29,139,8.74
100191,32,2,30,132,8.31
100192,32,2,30,132,8.31
100193,32,2,30,138,9.08
100194,32,2,30,131,8.53
100195,32,2,30,138,9.64
100197,32,2,30,138,9.64
100198,32,1,31,133,9.93
100199,32,1,31,138,9.96
100200,32,1,31,140,9.97
100201,32,1,31,140,9.78
100202,32,1,31,140,9.78
100203,32,2,30,144,8.73
100204,32,2,30,140,8.82
100205,32,2,30,138,9.69
100206,32,1,31,147,10.1
100208,32,1,31,147,10.1
100209,31,1,30,145,9.82
100212,32,2,30,139,9.89
100213,32,1,31,142,10.78
100214,32,1,31,142,10.78
100215,32,2,30,143,9.6
100216,32,1,31,141,9.91
100217,32,1,31,141,9.91
100224,23,-7,30,58,3.81
100225,24,-7,31,58,3.46
100226,20,-8,28,77,4.83
100228,29,-4,33,44,2.77
100230,28,-5,33,44,3.43
100231,32,-5,37,39,2.81
100237,22,-4,26,83,4.09
100238,26,-3,29,63,4.52
100244,26,-3,29,73,4.05
100246,27,-1,28,73,7.31
100247,26,-3,29,55,5.48
100250,31,1,30,54,3.68
100252,31,2,29,132,9.13
100253,32,1,31,126,9.79
100254,32,3,29,124,9.75
100256,32,3,29,125,10.3
100257,32,2,30,121,10.71
100258,32,1,31,121,10.86
100259,32,2,30,121,9.99
100260,32,1,31,123,10.51
100262,32,2,30,118,9.05
100264,32,1,31,120,9.27
100265,32,1,31,121,13.55
100266,32,1,31,120,9.67
100267,32,0,32,120,9.86
100268,32,2,30,120,11.09
100269,32,1,31,120,10.32
100270,32,2,30,123,11.38
100271,32,2,30,123,11.38
100272,32,1,31,121,10.55
100274,32,1,31,121,11.31
100275,31,1,30,124,10.52
100276,31,1,30,124,10.52
100277,31,1,30,130,13.08
100278,31,1,30,130,13.08
100279,31,1,30,126,15.58
100280,31,1,30,134,10.06
100282,31,1,30,134,10.06
100283,31,1,30,127,14.97
100285,31,1,30,132,13.35
100286,30,0,30,137,14.15
100287,31,0,31,138,15.83
100289,30,0,30,137,20.28
100290,31,0,31,140,10.71
100291,30,0,30,149,12.26
100293,30,0,30,149,12.26
100294,31,0,31,139,11.75
100295,31,0,31,139,11.75
100296,30,0,30,140,12.98
100297,30,0,30,140,12.98
100298,30,0,30,139,12.77
100300,30,0,30,139,12.77
100301,31,0,31,144,10.54
100304,32,1,31,140,11.64
100305,32,1,31,144,14.35
100306,32,1,31,144,14.35
100307,31,0,31,143,12.17
100308,31,0,31,143,12.17
100309,31,0,31,148,12.65
100310,30,-1,31,145,12.25
100312,32,1,31,143,9.75
100313,32,1,31,147,11.65
100314,32,-1,33,152,10.89
100316,32,-1,33,152,10.89
100317,32,-1,33,151,11.2
100318,32,-1,33,151,11.2
100319,32,1,31,142,10.42
100320,32,0,32,149,10.61
100321,32,0,32,149,10.61
100324,25,-7,32,55,3.65
100325,22,-7,29,74,4.26
100326,25,-8,33,65,4.15
100327,27,-6,33,44,3.51
100329,21,-8,29,55,3.48
100330,26,-9,35,38,2.76
100331,24,-6,30,44,2.49
100332,26,-5,31,58,3.64
100334,25,-9,34,48,3.15
100335,26,-9,35,44,2.84
100336,26,-10,36,53,3.54
100337,23,-7,30,57,3.31
100339,27,-11,38,38,2.69
100340,24,-10,34,52,3.01
100344,28,-6,34,53,4.1
100345,26,-6,32,58,4.27
100346,24,-6,30,62,3.59
100347,27,-6,33,60,3.88
100348,26,-8,34,63,3.89
100349,27,-7,34,54,3.76
100350,24,-10,34,68,3.9
100353,26,-9,35,74,5.02
100356,25,-9,34,73,4.26
100357,27,-7,34,59,3.92
100358,27,-5,32,57,4.47
100360,29,-6,35,53,3.67
100361,29,-7,36,62,4.46
100363,31,-6,37,54,4.18
100365,31,-5,36,50,3.24
100366,30,-4,34,53,3.69
100367,31,-5,36,51,3.39
100371,30,-5,35,69,5.23
100372,29,-1,30,65,13.86
100373,30,3,27,149,9.04
100375,31,1,30,137,16.27
100377,31,1,30,137,12.2
100378,31,1,30,125,11.75
100379,32,1,31,127,10.05
100380,31,1,30,122,10.46
100381,31,1,30,121,10.31
100382,31,0,31,123,11.62
100383,31,1,30,119,11.15
100384,31,1,30,121,10.18
100385,31,1,30,121,10.8
100387,31,0,31,120,11.86
100388,32,0,32,120,10.39
100390,32,0,32,122,11.06
100391,31,-1,32,122,10.86
100392,31,0,31,119,10.62
100393,31,0,31,124,12.19
100394,31,0,31,126,11.13
100395,31,0,31,126,11.13
100396,31,0,31,126,10.98
100397,31,0,31,140,13.41
100398,30,0,30,162,11.54
100399,30,0,30,145,14.97
100400,31,1,30,133,14.26
100402,30,0,30,150,15.94
100403,29,-1,30,166,13.56
100404,29,-1,30,166,13.56
100405,27,-2,29,191,12.85
100406,27,-3,30,182,14.58
100407,29,-2,31,181,13.57
100408,30,0,30,140,18.13
100409,30,0,30,140,18.13
100411,30,0,30,142,15.3
100412,29,0,29,152,14.83
100414,29,0,29,152,14.83
100415,29,0,29,152,14.25
100416,27,-4,31,192,15.09
100417,27,-4,31,192,15.09
100418,31,0,31,138,12.62
100419,32,0,32,143,11
100420,31,0,31,132,13.05
100421,31,-1,32,141,13.03
100422,28,-1,29,167,13.45
100423,30,-1,31,153,11.97
100424,31,-1,32,148,13.76
100425,31,-1,32,154,11.07
100426,31,0,31,154,12.57
100427,31,0,31,154,12.57
100428,32,0,32,143,13.83
100430,31,-1,32,149,11.32
100431,28,-7,35,41,2.71
100432,26,-8,34,54,4.63
100433,25,-7,32,42,2.71
100434,26,-10,36,35,2.63
100435,25,-9,34,37,2.97
100436,24,-8,32,47,2.82
100437,26,-10,36,32,2.45
100438,26,-10,36,33,2.53
100439,26,-10,36,39,2.62
100440,27,-10,37,37,2.59
100442,23,-10,33,89,4.87
100443,24,-9,33,80,4.94
100450,27,-5,32,90,5.99
100452,28,-8,36,44,3.44
100453,27,-8,35,48,4.26
100456,25,-9,34,67,5.68
100460,29,-7,36,35,3.06
100462,30,-5,35,79,5.73
100463,30,-6,36,78,5.5
100467,27,-4,31,71,6.78
100468,26,-9,35,54,5.09
100470,25,-9,34,69,5.7
100471,26,-9,35,67,6.16
100472,33,-2,35,44,4.78
100473,27,-8,35,52,4.38
100474,33,-2,35,42,4.78
100476,25,-10,35,69,5.37
100480,27,-5,32,61,4.89
100488,24,-5,29,79,12.85
100494,33,4,29,61,7
100495,29,-6,35,65,6.16
100498,33,-3,36,33,5.74
100499,32,-3,35,35,5.58
100500,26,7,19,53,6.56
100501,31,2,29,133,10.13
100503,30,1,29,126,11.83
100504,31,2,29,133,12.02
100506,31,1,30,127,12.66
100507,31,0,31,121,16.91
100508,31,0,31,119,12.38
100509,31,0,31,120,13.86
100511,30,-1,31,118,13.24
100512,30,-1,31,115,13.31
100513,31,0,31,121,11.63
100514,31,0,31,122,11.57
100515,31,0,31,121,11.61
100516,30,-1,31,120,12.42
100517,30,-1,31,117,14
100518,30,-1,31,120,12.26
100519,30,-1,31,119,13.76
100520,30,-1,31,125,12.58
100521,29,-2,31,126,11.71
100522,30,-2,32,134,11.77
100523,30,-1,31,124,12.99
100524,30,0,30,142,12.26
100525,30,0,30,150,11.41
100526,26,-3,29,135,12.39
100527,27,-4,31,148,11.69
100528,22,-5,27,184,13.07
100529,25,-6,31,117,9.66
100530,29,-2,31,102,9.23
100531,26,-4,30,123,11.16
100532,27,-3,30,104,9.85
100533,25,-3,28,180,11.64
100534,26,-5,31,194,11.54
100535,25,-3,28,192,9.78
100536,26,-4,30,136,11.21
100537,29,-2,31,158,11.97
100538,30,-1,31,154,13.12
100539,31,-2,33,144,13.07
100540,29,-3,32,149,13.21
100542,28,-1,29,159,12.53
100543,28,-8,36,43,4.26
100545,26,-9,35,48,4.4
100546,23,-11,34,59,4.45
100547,28,-7,35,46,3.29
100548,24,-8,32,53,4.24
100550,28,-9,37,27,2.44
100552,28,-9,37,34,2.91
100553,27,-9,36,35,2.93
100554,28,-9,37,33,2.75
100555,27,-9,36,30,2.98
100556,27,-9,36,33,3.01
100557,27,-9,36,35,3.04
100558,27,-9,36,30,2.67
100560,24,-10,34,50,2.76
100561,30,-9,39,31,2.85
100563,28,-8,36,33,3.27
100566,26,-10,36,37,3.44
100567,27,-9,36,33,3.78
100569,27,-9,36,34,3.34
100571,27,-8,35,34,3.54
100572,28,-7,35,30,3.25
100574,30,-7,37,28,2.87
100575,26,-9,35,55,4.78
100576,26,-10,36,65,5.52
100577,28,-8,36,45,4.55
100579,23,-10,33,75,5.25
100582,26,-10,36,51,4.77
100583,28,-9,37,35,4.19
100586,26,-8,34,43,3.3
100587,28,-8,36,65,5.05
100588,28,-7,35,58,4.77
100593,31,-5,36,34,3.55
100602,30,-7,37,51,4
100605,30,-6,36,45,3.93
100609,29,-6,35,42,4.01
100611,28,-5,33,42,4.73
100614,33,1,32,29,9.71
100615,28,-1,29,31,7.45
100616,30,0,30,34,7.26
100617,30,-1,31,69,7.53
100618,33,1,32,35,7.52
100620,34,0,34,29,4.22
100621,24,-4,28,88,6.92
100624,26,-3,29,88,5.82
100625,30,4,26,72,6.2
100626,34,0,34,26,4.95
100627,34,0,34,43,5.41
100628,33,3,30,49,4.02
100629,30,2,28,125,13.22
100630,31,-1,32,121,13.04
100631,30,0,30,123,13.5
100633,30,0,30,123,13.5
100634,31,0,31,120,12.59
100635,30,-1,31,117,12.69
100636,31,0,31,117,12.29
100637,30,-1,31,122,12.7
100638,30,-2,32,116,12.76
100640,30,-1,31,118,11.9
100641,30,-2,32,113,13.73
100643,30,-2,32,113,13.73
100644,30,-2,32,114,12.32
100646,30,-2,32,115,12.14
100649,30,-3,33,116,11.76
100650,30,-1,31,116,13.29
100651,30,-2,32,116,12.11
100652,30,-2,32,116,12.11
100653,29,-3,32,129,12.92
100655,29,-2,31,122,12.3
100656,29,-2,31,126,11.48
100657,29,-2,31,126,11.48
100658,29,-3,32,122,12.45
100659,30,-3,33,133,11.42
100660,29,-2,31,128,10.57
100661,28,-4,32,114,10.49
100663,25,-5,30,119,10.13
100665,25,-5,30,119,10.13
100666,27,-5,32,116,10.54
100667,29,-4,33,134,10.91
100668,29,-4,33,134,10.91
100669,28,-4,32,121,11.8
100672,28,-5,33,141,13.22
100673,27,-9,36,45,3.51
100674,23,-11,34,60,3.8
100675,28,-9,37,32,2.67
100676,20,-11,31,71,4.86
100677,21,-12,33,57,4.02
100678,24,-11,35,47,2.91
100679,26,-13,39,43,3.65
100680,26,-13,39,44,3.33
100681,18,-14,32,103,5.15
100683,27,-14,41,47,3.62
100684,28,-11,39,33,3.34
100685,28,-12,40,36,3.39
100687,27,-13,40,46,3.36
100688,29,-11,40,31,4.12
100689,29,-9,38,32,3.81
100696,24,-10,34,52,4.03
100698,30,-8,38,24,2.6
100711,25,-8,33,61,6.45
100713,28,-6,34,47,5.6
100729,27,-5,32,43,5.22
100730,25,-7,32,39,3.64
100734,25,-7,32,52,3.61
100735,27,0,27,92,6.26
100739,23,-7,30,88,3.25
100740,31,3,28,80,4.72
100742,26,-4,30,94,2.94
100743,25,-4,29,92,5.25
100745,35,3,32,58,6.32
100746,31,1,30,79,4.56
100747,34,-1,35,44,4.65
100748,33,-1,34,41,4.26
100749,28,3,25,62,4.09
100750,27,3,24,43,5.97
100751,29,5,24,89,7.91
100752,30,0,30,118,12.54
100753,30,0,30,118,12.54
100754,30,0,30,118,12.93
100755,30,0,30,118,12.93
100756,30,-1,31,116,12.77
100758,30,-1,31,116,12.77
100761,30,-2,32,115,13.09
100762,31,0,31,114,14.34
100763,31,0,31,114,14.34
100764,30,-1,31,113,16.96
100765,30,-1,31,113,16.96
100766,30,-2,32,113,12.7
100767,30,-3,33,109,12.66
100768,30,-3,33,109,12.66
100769,30,-2,32,112,13.49
100770,30,-2,32,112,13.49
100771,29,-3,32,111,13.6
100772,30,-3,33,111,12.36
100774,30,-3,33,111,12.36
100775,30,-3,33,114,12.33
100777,30,-3,33,115,12.28
100779,30,-3,33,115,12.28
100780,30,-3,33,110,11.46
100781,29,-3,32,123,11.19
100782,29,-3,32,123,11.19
100783,30,-3,33,111,11.6
100784,30,-3,33,111,11.6
100785,30,-3,33,114,11.37
100786,29,-2,31,112,11.78
100787,29,-2,31,112,11.78
100789,29,-2,31,111,13.66
100790,28,-2,30,117,12.03
100791,28,-2,30,117,12.03
100792,29,-3,32,118,11.25
100793,29,-3,32,118,10.91
100794,28,-3,31,117,9.94
100796,28,-4,32,110,9.35
100798,28,-4,32,110,9.35
100799,28,-5,33,113,9.52
100800,26,-4,30,117,12.28
100801,27,-3,30,114,10.49
100802,27,-3,30,114,10.49
100803,28,-4,32,104,11.26
100804,28,-4,32,104,11.26
100805,27,-4,31,112,12.88
100806,26,-4,30,100,10.22
100807,27,-4,31,98,9.08
100808,27,-4,31,96,12.88
100809,26,-5,31,104,11.72
100810,26,-5,31,104,11.72
100811,27,-4,31,108,11.26
100812,26,-4,30,113,11.24
100813,25,-5,30,105,10.02
100814,26,-5,31,107,9.88
100815,26,-5,31,107,9.88
100816,27,-4,31,100,11.12
100817,27,-4,31,100,11.12
100818,27,-4,31,118,11.95
100819,26,-4,30,98,11.87
100820,27,-4,31,111,11.56
100821,26,-4,30,119,12.13
100822,26,-4,30,119,12.13
100823,27,-4,31,116,11.54
100824,27,-4,31,113,12
100825,25,-4,29,119,11.99
100826,27,-4,31,120,12.2
100827,26,-4,30,101,12.2
100828,27,-4,31,127,12.79
100829,28,-4,32,119,11.97
100830,28,-4,32,124,12.37
100831,27,-4,31,113,12.32
100832,26,-4,30,117,12.04
100833,25,-4,29,102,9.85
100834,27,-4,31,116,13.06
100835,26,-4,30,129,13.05
