"","megadbid","Area","N","coast_km","maxaug_c","mindec_c","continen","precip_cm","CMD","Abn_Cya_l","Abn_Cya_s_m","Abn_For_p","Abn_For_sh","Abn_Mtx_m_l","Abn_Mtx_s","Abn_For_sum34_max8","Abn_Cya_sum34_max8","Abn_Mtx_sum34_max8","Abn_eutr","Abn_inter","Abn_meso","Abn_olig","Abn_sens","Abn_tol","Abn_Max_Cya","Abn_Max_For","Abn_Max_Mtx","Abn_Max_eutr","Abn_Max_inter","Abn_Max_meso","Abn_Max_olig","Abn_Max_sens","Abn_Max_tol","Abn_Log_Cya","Abn_Log_For","Abn_Log_Mtx","Abn_Log_eutr","Abn_Log_inter","Abn_Log_meso","Abn_Log_olig","Abn_Log_sens","Abn_Log_tol","Abn_Cya_sum34_max4","Abn_For_sum34_max4","Abn_Mtx_sum34_max4"
"2322",103353,"West",2.02,197,26,-4,30,47,654,0,0,0,3,3,0,3,0,3,6,3,0,9,12,3,0,3,3,3,3,0,3,3,3,0,0.2,0.421,0.1,0.1,0.01,0.1,0.1,0.1,0,6,12
"2323",101790,"West",3.19,75,30,0,30,151,729,3,3,3,3,3,0,6,6,3,15,21,9,33,33,3,3,3,3,3,3,3,3,3,3,0.6,0.4,0.5,0.1,0.1,0.1,0.1,0.1,0.1,18,12,15
"2324",1993,"West",2.35,165,27,-4,31,42,641,0,3,4,4,4,4,8,3,8,20,14,10,21,32,6,3,4,4,4,4,4,4,4,3,0.2,2.121,4.321,1,1,1,1,1,0.1,6,11,25
"2325",102341,"West",1.42,351,25,-8,33,30,648,0,0,0,3,3,0,3,0,3,0,0,0,9,9,0,0,3,3,0,0,0,3,3,0,0,0.2,0.11,0,0,0,0.1,0.1,0,0,6,3
"2326",103340,"West",1.9,274,27,-4,31,34,605,0,0,0,3,3,3,3,0,6,6,3,9,6,15,3,0,3,3,3,3,3,3,3,3,0,0.2,0.401,0.1,0.1,0.1,0.1,0.1,0.1,0,6,12
"2327",1823,"West",1.81,189,26,-4,30,47,604,0,0,3,0,3,0,3,0,3,0,0,0,12,9,0,0,3,3,0,0,0,3,3,0,0.001,0.23,0.14,0,0.01,0.01,0.1,0.1,0.01,0,6,3
"2328",2867,"West",3.43,143,28,-1,29,52,625,0,3,0,4,4,4,4,3,8,35,7,17,16,29,22,3,4,4,4,4,4,4,4,4,0.111,1.201,4.711,1,1,1,1,1,1,3,10,37
"2329",100991,"West",3.75,608,26,-10,36,42,643,0,0,0,0,3,0,0,0,3,0,0,3,3,9,0,0,0,3,0,0,3,3,3,0,0,0,0.32,0.01,0.01,0.1,0.1,0.1,0,0,0,9
"2330",100548,"West",4.24,723,24,-8,32,53,587,0,0,0,3,3,0,3,0,3,9,3,6,3,9,3,0,3,3,3,3,3,3,3,3,0,0.2,0.231,0.1,0.1,0.1,0.1,0.1,0.1,0,6,6
"2331",102074,"West",4.39,172,31,1,30,126,646,0,0,0,0,3,3,0,0,6,12,3,6,0,12,6,0,0,3,3,3,3,0,3,3,0,0,0.523,0.1,0.1,0.1,0.001,0.1,0.1,0,0,15
"2332",102364,"West",2.76,195,29,-6,35,76,731,0,0,3,3,3,0,6,0,3,0,0,0,9,9,0,0,3,3,0,0,0,3,3,0,0,0.201,0.11,0,0,0,0.1,0.1,0,0,6,3
"2333",100347,"West",3.88,424,27,-6,33,60,759,0,0,0,3,3,0,3,0,3,3,3,12,3,12,3,0,3,3,3,3,3,3,3,3,0,0.101,0.211,0.1,0.1,0.1,0.1,0.1,0.1,0,3,6
"2334",946,"West",1.61,233,27,-8,35,57,630,0,3,3,4,3,4,7,3,7,0,0,0,26,26,0,3,4,4,0,0,0,4,4,0,0.1,1.412,1.11,0,0,0,1,1,0,3,16,7
"2335",3292,"West",3.43,145,28,-2,30,46,652,0,0,0,3,3,0,3,0,3,12,0,6,3,9,9,0,3,3,3,0,3,3,3,3,0.031,0.111,0.351,0.1,0.01,0.1,0.1,0.1,0.1,0,3,9
"2336",1154,"West",1.69,182,26,-8,34,66,612,0,3,3,4,0,4,7,3,4,0,0,0,20,20,0,3,4,4,0,0,0,4,4,0,0.1,1.311,1.001,0.001,0.001,0,1,1,0.001,3,13,4
"2337",874,"West",1.56,191,27,-7,34,57,613,0,3,3,4,3,3,7,3,6,3,0,9,28,37,3,3,4,3,3,0,3,4,4,3,0.1,1.211,0.802,0.1,0,0.1,1,1,0.1,3,10,24
"2338",102065,"West",3.01,241,26,-7,33,89,596,0,0,3,3,3,3,6,0,6,0,0,0,24,24,0,0,3,3,0,0,0,3,3,0,0.001,0.402,0.403,0.001,0.001,0.001,0.1,0.1,0.001,0,12,12
"2339",100244,"West",4.05,293,26,-3,29,73,673,0,0,0,3,3,0,3,0,3,3,3,18,3,24,0,0,3,3,3,3,3,3,3,0,0,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0,0,3,18
"2340",4035,"West",1.38,238,26,-8,34,49,1280,0,0,3,4,3,4,7,0,7,3,0,3,24,30,3,0,4,4,3,0,3,4,4,3,0,2.3,1.301,0.1,0,0.1,1,1,0.1,0,17,13
"2341",102385,"West",2.12,119,28,-3,31,72,629,3,0,3,3,3,3,6,3,6,12,9,12,45,51,9,3,3,3,3,3,3,3,3,3,0.1,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.1,3,27,27
"2342",100587,"West",5.05,398,28,-8,36,65,677,0,3,0,3,3,3,3,3,6,6,3,27,3,33,0,3,3,3,3,3,3,3,3,0,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0,3,3,21
"2343",104982,"West",3.75,474,28,-8,36,37,864,0,0,0,3,3,3,3,0,6,9,6,21,3,21,3,0,3,3,3,3,3,3,3,3,0,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0,3,18
"2344",4041,"West",1.38,241,26,-8,34,45,1365,0,3,4,4,3,4,8,3,7,0,0,0,31,34,0,3,4,4,0,0,0,4,4,0,0.1,3.223,1.214,0.001,0,0.001,1,1,0.001,3,18,10
"2345",3291,"West",3.43,143,28,-1,29,52,645,0,0,0,0,3,3,0,0,6,9,0,6,3,9,6,0,0,3,3,0,3,3,3,3,0,0.01,0.332,0.1,0.001,0.1,0.1,0.1,0.1,0,0,9
"2346",1175,"West",1.72,182,26,-8,34,61,624,0,3,4,3,0,4,7,3,4,0,0,0,20,17,0,3,4,4,0,0,0,4,4,0,0.1,1.23,1.1,0,0,0,1,1,0,3,10,7
"2347",103342,"West",1.64,251,27,-4,31,40,583,0,0,0,0,3,3,0,0,6,9,3,6,0,6,6,0,0,3,3,3,3,0,3,3,0,0.002,0.303,0.1,0.1,0.1,0.001,0.1,0.1,0,0,9
"2348",102634,"West",1.65,217,26,-7,33,50,603,0,0,3,3,3,3,6,0,6,3,0,3,15,21,6,0,3,3,3,0,3,3,3,3,0,0.31,0.511,0.1,0,0.1,0.1,0.1,0.1,0,9,15
"2349",101057,"West",5.57,112,27,-2,29,108,645,0,0,0,4,3,3,4,0,6,6,0,3,7,13,6,0,4,3,3,0,3,4,4,3,0,1,0.4,0.1,0,0.1,1,1,0.1,0,4,12
"2350",105083,"West",1.81,587,27,-8,35,36,570,0,0,0,0,3,3,0,0,6,6,3,3,0,3,3,0,0,3,3,3,3,0,3,3,0,0.001,0.213,0.1,0.1,0.1,0.001,0.1,0.1,0,0,6
"2351",1467,"West",1.44,232,26,-7,33,31,674,0,0,3,3,3,3,6,0,6,9,3,15,9,21,3,0,3,3,3,3,3,3,3,3,0,0.231,0.617,0.1,0.1,0.1,0.1,0.1,0.1,0,6,18
"2352",3983,"West",1.85,460,32,-4,36,43,619,0,0,0,0,4,4,0,0,8,18,10,8,4,12,4,0,0,4,4,4,4,4,4,4,0,0,3.2,1,1,1,1,1,1,0,0,18
"2353",101259,"West",2.95,905,28,-8,36,40,627,0,0,0,3,4,0,3,0,4,10,3,3,6,16,3,0,3,4,4,3,3,3,4,3,0,0.1,1.401,1,0.1,0.1,0.1,1,0.1,0,3,16
"2354",103516,"West",2.61,1166,30,-13,43,37,571,0,0,0,3,3,0,3,0,3,9,6,12,12,21,6,0,3,3,3,3,3,3,3,3,0,0.201,0.62,0.1,0.1,0.1,0.1,0.1,0.1,0,6,18
"2355",100861,"West",4.32,974,27,-9,36,44,701,0,0,0,3,3,3,3,0,6,6,3,12,6,21,0,0,3,3,3,3,3,3,3,0,0,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0,0,6,12
"2356",3302,"West",3.43,145,28,-2,30,60,637,0,0,0,3,3,0,3,0,3,12,6,9,6,12,6,0,3,3,3,3,3,3,3,3,0,0.1,0.63,0.1,0.1,0.1,0.1,0.1,0.1,0,3,18
"2357",100480,"West",4.89,327,27,-5,32,61,643,0,3,0,0,3,3,0,3,6,6,0,24,0,24,3,3,0,3,3,0,3,0,3,3,0.1,0,0.5,0.1,0,0.1,0,0.1,0.1,3,0,15
"2358",921,"West",1.56,221,27,-8,35,57,633,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.41,0.112,0,0.001,0.001,0.1,0.1,0,3,12,3
"2359",100683,"West",3.62,793,27,-14,41,47,660,0,0,0,3,3,3,3,0,6,15,6,12,6,24,0,0,3,3,3,3,3,3,3,0,0,0.2,0.61,0.1,0.1,0.1,0.1,0.1,0,0,6,18
"2360",103607,"West",2.06,429,32,-3,35,44,606,0,0,0,3,3,3,3,0,6,6,3,18,3,30,0,0,3,3,3,3,3,3,3,0,0,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0,0,3,18
"2361",101769,"West",2.95,200,25,-6,31,116,542,0,0,3,3,3,3,6,0,6,6,0,3,21,27,6,0,3,3,3,0,3,3,3,3,0,0.4,0.6,0.1,0,0.1,0.1,0.1,0.1,0,12,18
"2362",102403,"West",1.8,59,32,-1,33,148,748,3,0,3,3,3,3,6,3,6,6,6,15,30,39,6,3,3,3,3,3,3,3,3,3,0.3,0.4,0.81,0.1,0.1,0.1,0.1,0.1,0.1,9,12,24
"2363",3301,"West",3.43,145,28,-2,30,58,650,0,0,0,4,4,4,4,0,8,30,15,17,11,22,18,0,4,4,4,4,4,4,4,4,0.001,1.001,7.321,1,1,1,1,1,1,0,4,37
"2364",1788,"West",2.2,179,27,-5,32,54,606,0,4,0,3,3,4,3,4,7,6,3,0,13,10,7,4,3,4,3,3,0,4,4,4,1,0.114,1.312,0.1,0.1,0.01,1,1,1,4,3,13
"2365",2657,"West",2.24,180,26,-5,31,62,571,0,3,3,3,3,3,6,3,6,0,9,12,54,45,3,3,3,3,0,3,3,3,3,3,0.1,0.611,1.031,0.001,0.1,0.1,0.1,0.1,0.1,3,18,30
"2366",104979,"West",3.97,428,27,-8,35,49,761,0,0,0,0,3,3,0,0,6,9,0,18,0,24,0,0,0,3,3,0,3,0,3,0,0,0,0.6,0.1,0,0.1,0,0.1,0,0,0,18
"2367",916,"West",1.57,200,26,-8,34,63,613,0,0,3,3,4,4,6,0,8,0,0,0,23,26,0,0,3,4,0,0,0,4,4,0,0.001,0.312,2.31,0.01,0.001,0,1,1,0.01,0,9,17
"2368",103635,"West",2.48,181,28,-5,33,47,658,0,4,4,4,3,4,8,4,7,16,15,15,46,40,13,4,4,4,4,3,3,4,4,4,1.001,3.34,1.92,1,0.1,0.1,1,1,1,4,21,31
"2369",104174,"West",2.1,258,29,-7,36,31,673,0,3,3,3,3,3,6,3,6,12,9,15,42,36,15,3,3,3,3,3,3,3,3,3,0.1,0.71,0.911,0.1,0.1,0.1,0.1,0.1,0.1,3,21,27
"2370",104300,"West",3.44,220,20,-8,28,112,758,0,0,0,3,3,0,3,0,3,0,0,0,6,6,0,0,3,3,0,0,0,3,3,0,0,0.12,0.111,0,0,0,0.1,0.1,0,0,3,3
"2371",2960,"West",3.43,143,28,-1,29,54,647,0,0,0,4,4,4,4,0,8,33,15,30,6,24,18,0,4,4,4,4,4,3,4,4,0,1,5.6,1,1,1,0.1,1,1,0,4,38
"2372",102913,"West",1.46,371,27,-10,37,34,675,0,0,3,3,4,3,6,0,7,3,0,0,27,28,3,0,3,4,3,0,0,3,4,3,0.001,0.502,1.402,0.1,0,0.001,0.1,1,0.1,0,15,16
"2373",100488,"West",12.85,90,24,-5,29,79,586,0,0,0,3,4,0,3,0,4,9,0,3,7,14,9,0,3,4,3,0,3,4,4,3,0,0.101,2.32,0.1,0,0.1,1,1,0.1,0,3,17
"2374",101396,"West",4.48,112,30,-1,31,99,706,0,3,3,3,3,3,6,3,6,30,3,12,21,45,15,3,3,3,3,3,3,3,3,3,0.101,0.401,1.214,0.1,0.1,0.1,0.1,0.1,0.1,3,12,36
"2375",103349,"West",1.63,193,26,-5,31,45,628,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.32,0.1,0,0,0,0.1,0.1,0,3,9,3
"2376",100713,"West",5.6,544,28,-6,34,47,661,0,0,0,3,3,3,3,0,6,6,6,15,3,18,0,0,3,3,3,3,3,3,3,0,0,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0,0,3,15
"2377",1256,"West",1.32,222,26,-8,34,40,674,0,3,3,4,0,4,7,3,4,0,0,0,33,33,0,3,4,4,0,0,0,4,4,0,0.1,2.61,1.002,0,0,0,1,1,0,3,26,4
"2378",923,"West",1.56,225,27,-8,35,57,636,0,0,3,4,0,4,7,0,4,0,0,0,14,14,0,0,4,4,0,0,0,4,4,0,0.01,1.212,1.01,0,0,0,1,1,0,0,10,4
"2379",2856,"West",1.54,166,30,-7,37,34,691,0,0,3,4,4,4,7,0,8,7,3,4,44,43,7,0,4,4,4,3,4,4,4,4,0,2.2,5.463,1,0.1,1,1,1,1,0,14,32
"2380",100473,"West",4.38,411,27,-8,35,52,655,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,3,3,0,0,0,3,0,0,0.01,0.24,0.1,0.01,0.01,0.01,0.1,0,0,0,6
"2381",104966,"West",4.75,302,28,-1,29,69,674,0,0,0,0,3,3,0,0,6,6,0,15,0,21,3,0,0,3,3,0,3,0,3,3,0,0,0.5,0.1,0,0.1,0,0.1,0.1,0,0,15
"2382",925,"West",1.52,230,27,-8,35,56,639,0,3,4,4,3,4,8,3,7,0,0,0,27,27,0,3,4,4,0,0,0,4,4,0,0.1,2.322,1.102,0,0,0.001,1,1,0,3,17,7
"2383",104305,"West",3.36,213,21,-9,30,114,810,0,0,0,3,3,0,3,0,3,0,0,0,6,6,0,0,3,3,0,0,0,3,3,0,0,0.12,0.12,0,0,0,0.1,0.1,0,0,3,3
"2384",959,"West",1.52,207,27,-8,35,57,614,0,3,3,4,3,4,7,3,7,0,0,0,33,33,0,3,4,4,0,0,0,4,4,0,0.1,2.51,1.115,0,0.001,0,1,1,0,3,23,7
"2385",101424,"West",5.3,7,27,4,23,178,608,3,0,3,3,3,0,6,3,3,18,9,12,21,33,6,3,3,3,3,3,3,3,3,3,0.1,0.4,0.8,0.1,0.1,0.1,0.1,0.1,0.1,3,12,24
"2386",103335,"West",1.55,261,26,-5,31,32,636,0,0,3,3,3,3,6,0,6,3,0,3,9,15,3,0,3,3,3,0,3,3,3,3,0.001,0.201,0.301,0.1,0,0.1,0.1,0.1,0.1,0,6,9
"2387",103518,"West",3.17,1146,30,-13,43,37,558,0,0,3,4,3,3,7,0,6,9,10,13,36,39,9,0,4,3,3,4,4,4,4,3,0.001,2.2,0.7,0.1,1,1,1,1,0.1,0,14,21
"2388",102063,"West",3.26,236,25,-6,31,79,602,0,0,3,4,4,3,7,0,7,0,3,3,20,20,0,0,4,4,0,3,3,4,4,0,0,1.13,1.332,0.001,0.1,0.1,1,1,0.01,0,7,13
"2389",3909,"West",2.06,171,27,-7,34,59,628,0,3,0,3,3,4,3,3,7,4,0,10,18,22,7,3,3,4,4,0,4,3,4,4,0.1,0.22,1.512,1,0,1,0.1,1,1,3,6,19
"2390",100575,"West",4.78,423,26,-9,35,55,646,0,0,0,0,4,3,0,0,7,7,0,12,0,20,0,0,0,4,4,0,3,0,4,0,0.001,0,2.301,1,0,0.1,0.001,1,0,0,0,17
"2391",1231,"West",1.43,212,27,-9,36,46,678,0,3,3,3,0,3,6,3,3,0,0,0,12,12,0,3,3,3,0,0,0,3,3,0,0.1,0.22,0.1,0,0,0,0.1,0.1,0,3,6,3
"2392",101372,"West",2.7,334,25,-11,36,43,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.003,0.001,0.001,0.001,0.01,0.01,0,0,0,0
"2393",1365,"West",1.59,242,26,-9,35,29,678,0,0,4,4,0,4,8,0,4,0,0,0,25,25,0,0,4,4,0,0,0,4,4,0,0.01,3.201,1.011,0,0.001,0,1,1,0,0,18,4
"2394",1562,"West",2.45,216,27,-6,33,38,690,0,0,3,3,4,4,6,0,8,14,3,7,28,28,10,0,3,4,4,3,4,4,4,4,0.01,0.413,2.417,1,0.1,1,1,1,1,0,12,20
"2395",102371,"West",1.93,168,27,-7,34,54,654,0,0,3,4,4,4,7,0,8,7,0,4,26,31,7,0,4,4,4,0,4,4,4,4,0,1.401,3.212,1,0,1,1,1,1,0,16,18
"2396",101765,"West",3.26,192,29,-5,34,117,598,0,0,3,3,3,3,6,0,6,12,6,18,24,45,6,0,3,3,3,3,3,3,3,3,0,0.301,1.214,0.1,0.1,0.1,0.1,0.1,0.1,0,9,36
"2397",1328,"West",1.59,237,26,-9,35,31,664,0,3,3,3,0,3,6,3,3,0,0,0,24,24,0,3,3,3,0,0,0,3,3,0,0.1,0.5,0.101,0,0,0,0.1,0.1,0,3,15,3
"2398",1402,"West",1.57,237,26,-9,35,30,684,0,0,3,4,0,4,7,0,4,0,0,0,14,14,0,0,4,4,0,0,0,4,4,0,0,1.202,1.001,0,0,0,1,1,0,0,10,4
"2399",102396,"West",1.61,78,23,-4,27,98,419,0,0,0,4,3,0,4,0,3,0,0,0,13,13,0,0,4,3,0,0,0,4,4,0,0,1.01,0.32,0,0.01,0,1,1,0,0,4,9
"2400",102347,"West",2.38,245,27,-5,32,50,623,0,0,0,3,3,0,3,0,3,0,0,0,6,9,0,0,3,3,0,0,0,3,3,0,0,0.11,0.211,0.001,0,0,0.1,0.1,0.001,0,3,6
"2401",2484,"West",3.06,153,27,-4,31,54,628,3,3,3,3,3,3,6,6,6,33,21,30,48,60,24,3,3,3,3,3,3,3,3,3,0.311,0.7,1.91,0.1,0.1,0.1,0.1,0.1,0.1,9,21,57
"2402",902,"West",1.54,202,26,-8,34,60,614,0,4,4,4,3,4,8,4,7,3,0,0,28,25,3,4,4,4,3,0,0,4,4,3,1,2.212,1.221,0.1,0.001,0.01,1,1,0.1,4,14,10
"2403",936,"West",1.66,189,26,-8,34,75,623,0,4,3,4,3,4,7,4,7,3,0,3,27,30,3,4,4,4,3,0,3,4,4,3,1,1.402,1.203,0.1,0.001,0.1,1,1,0.1,4,16,10
"2404",1037,"West",1.57,190,26,-8,34,74,632,0,3,3,4,0,4,7,3,4,0,0,0,20,20,0,3,4,4,0,0,0,4,4,0,0.1,1.311,1.001,0,0,0,1,1,0,3,13,4
"2405",102673,"West",2.17,93,31,0,31,77,742,3,0,3,3,3,0,6,3,3,6,6,18,39,42,9,3,3,3,3,3,3,3,3,3,0.201,0.6,0.741,0.1,0.1,0.1,0.1,0.1,0.1,6,18,21
"2406",102108,"West",2.51,51,27,-1,28,189,473,3,3,3,3,3,3,6,6,6,15,24,9,57,51,3,3,3,3,3,3,3,3,3,3,0.4,0.71,0.91,0.1,0.1,0.1,0.1,0.1,0.1,12,21,27
"2407",100348,"West",3.89,397,26,-8,34,63,672,0,3,0,3,3,3,3,3,6,3,3,24,6,27,0,3,3,3,3,3,3,3,3,0,0.1,0.101,0.6,0.1,0.1,0.1,0.1,0.1,0,3,3,18
"2408",101196,"West",4.39,1040,28,-7,35,41,707,0,0,0,3,3,3,3,0,6,6,6,18,6,24,0,0,3,3,3,3,3,3,3,0,0,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0,0,3,21
"2409",102670,"West",2.32,81,26,0,26,92,598,3,3,3,3,3,0,6,6,3,12,9,24,72,75,12,3,3,3,3,3,3,3,3,3,0.421,1.1,1.23,0.1,0.1,0.1,0.1,0.1,0.1,12,33,36
"2410",101636,"West",3.12,994,29,-12,41,39,714,0,0,0,0,3,3,0,0,6,9,3,3,3,9,0,0,0,3,3,3,3,3,3,0,0,0,0.42,0.1,0.1,0.1,0.1,0.1,0,0,0,12
"2411",1258,"West",1.23,227,26,-8,34,35,613,0,0,3,3,3,3,6,0,6,3,3,3,9,12,0,0,3,3,3,3,3,3,3,0,0,0.21,0.302,0.1,0.1,0.1,0.1,0.1,0,0,6,9
"2412",914,"West",1.62,191,27,-8,35,61,635,0,4,4,4,3,4,8,4,7,0,0,0,28,28,0,4,4,4,0,0,0,4,4,0,1,2.301,1.11,0,0,0,1,1,0.01,4,17,7
"2413",104889,"West",3.24,1018,28,-12,40,38,694,0,0,0,0,3,3,0,0,6,6,3,6,3,15,3,0,0,3,3,3,3,3,3,3,0,0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0,0,15
"2414",876,"West",1.57,196,27,-8,35,53,657,0,3,3,3,3,3,6,3,6,0,0,3,30,36,0,3,3,3,0,0,3,3,3,0,0.1,0.53,0.506,0.01,0.001,0.1,0.1,0.1,0.01,3,15,15
"2415",3644,"West",1.87,462,33,-3,36,41,704,0,0,0,0,4,4,0,0,8,24,8,12,0,12,8,0,0,4,4,4,4,0,4,4,0,0,6,1,1,1,0,1,1,0,0,24
"2416",1041,"West",1.63,205,27,-8,35,67,654,0,3,3,4,0,4,7,3,4,0,0,0,29,29,0,3,4,4,0,0,0,4,4,0,0.1,1.51,1,0,0,0,1,1,0,3,19,4
"2417",101750,"West",2.4,218,25,-7,32,64,610,0,0,0,3,3,3,3,0,6,6,3,3,9,12,3,0,3,3,3,3,3,3,3,3,0,0.2,0.31,0.1,0.1,0.1,0.1,0.1,0.1,0,6,9
"2418",102632,"West",1.97,197,27,-7,34,45,665,0,0,3,3,3,3,6,0,6,6,0,6,18,27,6,0,3,3,3,0,3,3,3,3,0.01,0.3,0.61,0.1,0,0.1,0.1,0.1,0.1,0,9,18
"2419",101240,"West",2.72,998,25,-14,39,26,664,0,0,0,0,3,3,0,0,6,6,0,21,0,18,3,0,0,3,3,0,3,0,3,3,0,0,0.51,0.1,0.01,0.1,0,0.1,0.1,0,0,15
"2420",907,"West",1.56,226,28,-8,36,52,677,0,0,4,4,0,4,8,0,4,0,0,0,15,15,0,0,4,4,0,0,0,4,4,0,0.01,2.122,1.01,0,0,0,1,1,0,0,11,4
"2421",3054,"West",1.4,329,29,-6,35,38,721,3,0,3,3,3,3,6,3,6,3,9,15,33,36,6,3,3,3,3,3,3,3,3,3,0.101,0.41,0.912,0.1,0.1,0.1,0.1,0.1,0.1,3,12,27
"2422",1288,"West",1.59,232,26,-9,35,32,691,0,0,3,4,0,4,7,0,4,6,0,6,21,27,3,0,4,4,3,0,3,4,4,3,0.001,2.232,1.213,0.1,0.001,0.1,1,1,0.1,0,14,10
"2423",971,"West",1.6,200,27,-8,35,63,634,0,0,3,0,0,0,3,0,0,0,0,0,6,6,0,0,3,0,0,0,0,3,3,0,0.001,0.202,0.001,0,0,0,0.1,0.1,0,0,6,0
"2424",917,"West",1.57,205,27,-8,35,56,648,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.402,0.112,0,0,0,0.1,0.1,0,3,12,3
"2425",102643,"West",1.69,182,26,-8,34,76,625,0,3,4,3,0,3,7,3,3,0,0,0,16,16,0,3,4,3,0,0,0,4,4,0,0.1,1.21,0.101,0,0,0,1,1,0,3,10,3
"2426",101705,"West",3.41,792,28,-10,38,38,638,0,0,0,0,3,3,0,0,6,3,0,6,3,15,3,0,0,3,3,0,3,3,3,3,0,0,0.4,0.1,0,0.1,0.1,0.1,0.1,0,0,12
"2427",844,"West",1.54,212,26,-8,34,51,618,0,0,3,4,3,3,7,0,6,3,0,3,22,28,3,0,4,3,3,0,3,4,4,3,0,1.214,0.602,0.1,0.001,0.1,1,1,0.1,0,10,18
"2428",1294,"West",1.45,252,25,-7,32,30,625,0,0,0,3,0,3,3,0,3,3,0,3,3,6,3,0,3,3,3,0,3,3,3,3,0,0.1,0.121,0.1,0,0.1,0.1,0.1,0.1,0,3,3
"2429",102369,"West",2.03,236,27,-6,33,49,648,0,3,3,3,3,3,6,3,6,3,0,3,18,21,3,3,3,3,3,0,3,3,3,3,0.1,0.3,0.311,0.1,0,0.1,0.1,0.1,0.1,3,9,9
"2430",3674,"West",1.66,123,30,-7,37,47,677,0,3,4,3,4,3,7,3,7,6,12,6,72,53,9,3,4,4,3,3,3,4,4,3,0.11,2.522,3.713,0.1,0.1,0.1,1,1,0.1,3,23,33
"2431",103285,"West",2.62,571,30,-9,39,70,602,0,3,3,3,3,3,6,3,6,3,6,12,33,39,3,3,3,3,3,3,3,3,3,3,0.1,0.301,0.8,0.1,0.1,0.1,0.1,0.1,0.1,3,9,24
"2432",3640,"West",1.87,462,34,-3,37,41,718,0,0,0,0,4,4,0,0,8,16,0,16,0,16,8,0,0,4,4,0,4,0,4,4,0,0,4.011,1,0,1,0.001,1,1,0,0,16
"2433",972,"West",1.6,205,27,-8,35,57,641,0,3,0,3,0,3,3,3,3,0,0,0,9,9,0,3,3,3,0,0,0,3,3,0,0.1,0.121,0.1,0,0,0,0.1,0.1,0,3,3,3
"2434",1591,"West",1.86,205,27,-6,33,36,690,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.32,0.101,0,0,0,0.1,0.1,0,3,9,3
"2435",2588,"West",1.57,236,26,-8,34,29,687,0,0,3,3,3,3,6,0,6,3,0,3,15,18,6,0,3,3,3,0,3,3,3,3,0,0.32,0.32,0.1,0,0.1,0.1,0.1,0.1,0,9,9
"2436",1367,"West",1.49,247,26,-9,35,28,667,0,0,4,4,3,4,8,0,7,8,0,8,27,34,4,0,4,4,4,0,4,4,4,4,0,4.103,3.123,1,0.001,1,1,1,1,0,19,15
"2437",102353,"West",1.47,320,27,-7,34,38,683,0,0,4,4,4,3,8,0,7,0,0,0,12,12,3,0,4,4,0,0,0,4,4,3,0,2.011,1.11,0.01,0,0.01,1,1,0.1,0,8,7
"2438",3984,"West",2.21,461,34,-2,36,40,713,0,0,0,0,3,3,0,0,6,15,6,12,0,15,3,0,0,3,3,3,3,0,3,3,0,0,0.621,0.1,0.1,0.1,0.001,0.1,0.1,0,0,18
"2439",937,"West",1.47,194,26,-8,34,70,607,0,4,4,4,4,4,8,4,8,0,0,0,45,45,0,4,4,4,0,0,0,4,4,0,1,3.411,2.321,0.001,0.001,0,1,1,0,4,24,17
"2440",101048,"West",4.46,133,28,-1,29,109,651,0,0,0,0,3,3,0,0,6,12,12,6,0,12,0,0,0,3,3,3,3,0,3,0,0,0,0.611,0.1,0.1,0.1,0,0.1,0.01,0,0,18
"2441",102638,"West",1.47,194,26,-8,34,70,607,0,3,3,3,3,3,6,3,6,0,3,12,51,60,0,3,3,3,0,3,3,3,3,0,0.1,0.801,1.01,0.001,0.1,0.1,0.1,0.1,0.01,3,24,30
"2442",102077,"West",4.19,167,31,1,30,97,674,0,3,0,0,3,3,0,3,6,33,12,15,3,27,12,3,0,3,3,3,3,3,3,3,0.1,0,1.2,0.1,0.1,0.1,0.1,0.1,0.1,3,0,36
"2443",100469,"West",4.73,380,28,-7,35,59,708,0,0,0,3,3,3,3,0,6,9,6,12,3,15,0,0,3,3,3,3,3,3,3,0,0,0.1,0.41,0.1,0.1,0.1,0.1,0.1,0,0,3,12
